y,fixacidity,volaacidity,ressugar,chlorides,freesulfdioxid,density,pH,sulphates,alcohol
0,-1.2499,-0.2815,1.3227,0.2393,0.5111,0.9808,0.6737,-0.9625,-0.9867
0,-0.3019,2.9888,-0.2546,0.5139,-0.3121,0.316,0.3426,-0.9625,-1.2305
0,0.1721,0.1149,0.8495,0.0104,1.3931,0.9808,-0.9157,1.0528,-0.8242
0,-0.3019,-0.876,0.4946,0.0104,0.9227,0.316,-0.3196,0.7023,-0.5804
0,-0.1834,-0.7769,0.534,-0.0811,0.8639,0.316,-0.3196,0.7899,-0.5804
0,1.0016,-0.1824,-1.0432,-0.1727,-1.5469,-0.6812,-1.9753,0.089,0.0697
0,-0.0649,0.4122,-1.0235,-0.0811,-1.2529,-0.6812,-0.9157,-0.1739,0.0697
1,0.1721,0.214,-0.3335,-0.4473,-1.0765,-0.6812,0.4751,1.6662,1.5324
1,0.1721,-0.3806,-0.7081,-0.5388,-0.7825,-1.346,0.0115,-0.9625,1.6949
1,-0.8944,0.3131,-0.2743,-0.31,0.0407,-1.0136,0.74,0.9652,1.4511
0,-0.0649,1.6014,-0.2546,0.0562,0.6287,-0.0164,-0.717,1.4033,-0.0116
0,-0.1834,0.6104,1.8156,0.3766,0.9227,1.3132,0.0115,0.0013,-0.9867
0,0.2906,0.7095,1.7761,0.4224,0.6287,1.6456,-0.4521,0.0013,-1.393
0,0.5276,0.4122,0.1594,0.4681,0.6875,0.6484,-0.717,-0.1739,-1.393
0,-0.4204,0.0158,1.8353,0.3308,0.9227,1.3132,0.2102,0.1766,-0.6617
1,0.4091,-0.4797,1.5395,0.5597,0.8051,1.3132,-1.3792,-0.0863,-1.2305
1,0.4091,-0.4797,1.5395,0.5597,0.8051,1.3132,-1.3792,-0.0863,-1.2305
1,0.4091,-0.4797,1.5395,0.5597,0.8051,1.3132,-1.3792,-0.0863,-1.2305
1,0.4091,-0.4797,1.5395,0.5597,0.8051,1.3132,-1.3792,-0.0863,-1.2305
0,-1.1314,-1.2724,-0.1166,-0.2184,1.0403,0.316,2.1969,-0.2615,-0.0116
0,0.6461,0.0158,2.6436,0.9258,1.0403,1.978,-1.5117,-0.4368,-1.1492
1,-0.7759,0.0158,0.1791,-0.2184,-0.5473,0.6484,1.6671,1.3157,-0.5804
0,2.6606,3.0879,-0.9447,0.9258,-0.0769,0.9808,0.2764,-0.9625,-1.6368
0,-0.6574,0.5113,-1.0235,0.0104,-0.0769,-0.3488,1.2035,0.4395,-0.9054
0,1.7126,1.1059,0.8298,-0.0354,-0.1357,1.3132,-0.6508,0.7023,-0.9054
1,0.4091,-0.876,-0.5109,-0.2184,2.7454,-0.3488,0.0115,0.9652,0.5572
0,0.7646,-1.0742,0.9678,0.0104,1.7459,0.9808,-0.121,-0.3491,-0.4179
0,-0.1834,-1.0742,-0.8461,-0.1269,-0.4885,-0.6812,-0.2534,-0.3491,-0.1741
0,-0.8944,1.3041,-0.9447,0.7885,0.0407,-1.0136,0.5413,1.5785,0.2322
0,1.7126,-0.7769,-1.0827,0.1935,-1.3705,-0.6812,-0.3859,-0.9625,-0.0116
0,-0.8944,1.3041,-0.9447,0.7885,0.0407,-1.0136,0.5413,1.5785,0.2322
0,-1.0129,0.1149,-1.0038,0.4224,0.3935,-1.0136,0.8724,-0.5244,0.476
0,0.5276,1.3041,0.0806,0.5139,0.3347,0.316,0.0777,-0.6996,-0.4991
0,0.5276,1.3041,0.0806,0.5139,0.3347,0.316,0.0777,-0.6996,-0.4991
0,0.4091,1.5023,0.0608,0.5597,0.2759,0.316,0.0777,-0.6996,-0.4991
0,0.5276,1.205,0.0608,0.5597,0.3347,0.316,0.0777,-0.6996,-0.4991
1,-0.7759,0.5113,-0.294,-0.4473,-0.3121,-0.3488,0.0777,-0.612,-0.0928
0,-0.7759,0.3131,-0.3138,-0.4015,0.0407,-0.3488,0.1439,-0.6996,-0.0928
1,-0.8944,0.8086,-0.8461,-0.4931,-1.1353,-0.6812,1.4022,1.929,0.801
1,-2.198,2.6915,0.3763,-0.6304,-0.0181,-0.6812,2.2631,0.1766,1.6136
0,1.1201,-0.2815,-0.5306,-0.1727,0.0995,0.316,1.1373,-0.3491,-0.4179
0,-1.3684,0.8086,0.0608,-0.3557,0.9227,-0.0164,0.6737,1.2281,-0.4179
0,-1.2499,0.6104,0.0411,-0.2642,0.8639,-0.0164,0.6737,1.1404,-0.4179
0,-0.0649,0.0158,-1.0432,3.9467,0.3935,-0.3488,-0.6508,-0.4368,-1.1492
0,-0.0649,-0.2815,-0.3335,-0.6761,-0.0769,-0.3488,0.1439,-0.9625,0.0697
0,-0.3019,-0.3806,0.258,-0.6761,0.0407,-0.0164,0.0115,-1.0501,-0.0116
1,-1.1314,0.214,0.2876,-0.7219,-0.9589,-0.3488,2.1969,-0.5244,0.801
0,-0.8944,-1.4706,-0.6095,-0.2642,-1.4881,-0.3488,2.3294,0.8776,-0.3366
1,-1.0129,-1.7679,-1.0432,-0.2184,-1.1941,-0.3488,2.7929,1.0528,-0.1741
0,-0.3019,-0.3806,0.258,-0.6761,0.0407,-0.0164,0.0115,-1.0501,-0.0116
0,-0.0649,-0.2815,-0.3335,-0.6761,-0.0769,-0.3488,0.1439,-0.9625,0.0697
0,-0.0649,0.0158,0.5735,-0.6761,-0.0181,0.316,-0.1872,-1.1378,-0.0928
0,1.7126,1.3041,-0.8658,0.0104,-1.4293,-0.3488,-1.1143,0.5271,0.7198
0,0.7646,-0.0833,-0.1166,0.5139,5.6266,0.316,-0.0547,0.8776,-0.0116
0,1.2386,-0.1824,1.7268,-0.2642,0.1583,1.3132,-1.5117,0.9652,-0.4179
0,-0.5389,0.6104,-0.018,-0.31,0.0995,-0.0164,0.0115,1.4033,-0.4179
0,-0.4204,0.0158,1.7761,-0.1727,1.1579,1.3132,0.2764,0.089,-0.7429
0,0.4091,-0.6779,-1.0038,-0.4473,-0.1357,-0.6812,-0.121,0.1766,-0.0928
1,-0.5389,0.4122,-0.3138,-0.7219,-0.0769,-1.0136,1.1373,0.9652,1.6136
0,-0.0649,-0.3806,-0.3532,-0.6304,0.0995,-0.3488,0.0777,-0.8749,0.0697
0,-0.6574,-0.4797,-0.9052,-0.5846,-1.1353,-1.0136,0.6075,-0.7873,1.0448
0,-0.4204,0.0158,0.6917,-0.3557,-0.3121,0.316,-0.5183,-0.4368,-0.5804
0,-1.4869,-0.1824,-0.1363,-0.6761,-1.3705,-0.6812,0.4088,-0.9625,0.2322
0,-0.6574,-0.4797,-0.9052,-0.5846,-1.1353,-1.0136,0.6075,-0.7873,1.0448
0,-0.6574,-0.4797,-0.9644,-0.4473,-1.1941,-1.0136,0.8724,-0.612,0.5572
0,-1.2499,-0.0833,1.1649,-0.0354,1.1579,0.9808,0.6075,-0.612,-0.9867
0,-1.1314,-0.1824,-1.0038,0.0562,-1.3705,0.316,1.7333,0.3518,-0.0928
1,-0.3019,-0.9751,-0.9644,0.1477,0.8051,-0.3488,1.6009,3.1558,-0.2554
1,0.6461,-0.7769,0.2777,-0.0354,-0.4885,0.6484,0.0115,0.5271,-1.2305
0,1.3571,-0.3806,-0.9644,0.0562,-1.0765,0.316,0.0777,0.4395,-0.4179
0,-0.5389,-0.1824,0.6523,-0.0811,-0.3121,0.6484,-0.0547,-0.1739,-1.1492
0,-1.724,0.3131,-0.6686,0.3308,0.6287,-0.3488,0.6737,2.3672,-0.4179
0,-1.724,0.1149,-0.6686,0.285,0.6875,-0.3488,0.6737,2.2795,-0.4179
0,0.2906,-1.2724,-0.3532,0.1935,-0.1357,-0.0164,0.6075,-0.7873,-0.7429
1,-1.4869,0.6104,-1.0038,-0.6761,-0.9001,-1.0136,1.1373,0.1766,0.5572
0,-0.1834,-0.876,1.8156,0.4681,2.3338,1.978,0.0777,-0.4368,-1.393
0,1.1201,-0.9751,1.4212,0.285,0.1583,1.3132,-0.2534,0.089,-0.4179
0,0.8831,-1.0742,0.9481,0.3766,1.2167,0.9808,-0.2534,-0.1739,-0.4179
1,-0.6574,-1.5697,-0.8461,-0.0811,0.6875,-1.0136,0.5413,2.1919,0.7198
1,0.5276,0.5113,0.0904,-0.3557,-0.1945,-0.6812,-1.0481,-1.6635,1.1261
0,-1.6054,0.6104,-0.7672,1.1547,-0.4885,-0.6812,-0.3196,0.1766,-0.7429
1,0.5276,0.5113,0.0904,-0.3557,-0.1945,-0.6812,-1.0481,-1.6635,1.1261
0,-1.2499,1.205,-0.3926,0.0562,0.1877,-0.0164,0.4088,0.7023,-0.7429
0,0.5276,-0.5788,1.5592,0.7885,0.7463,1.3132,-1.9753,-0.9625,-1.2305
0,0.5276,-0.5788,1.5592,0.7885,0.7463,1.3132,-1.9753,-0.9625,-1.2305
0,-0.8944,0.8086,-1.0432,0.1935,-0.6649,-0.3488,-0.2534,2.5424,-0.8242
0,3.7271,-0.7769,-0.9841,0.1935,-0.9589,-0.0164,-1.2468,-0.612,-0.0928
0,0.0536,-0.3806,-0.3335,-0.2642,0.4523,-0.0164,0.0777,0.8776,0.0697
0,-0.5389,-0.3806,1.6775,0.0562,1.0991,0.9808,0.6075,0.089,-0.2554
0,0.2906,0.9077,-1.0235,0.4224,-0.6649,-0.0164,-0.2534,-0.5244,-1.3117
0,-0.0649,-1.2724,-0.2152,0.1935,0.2759,-0.0164,1.4022,-0.8749,-0.6617
0,0.5276,-0.5788,1.5592,0.7885,0.7463,1.3132,-1.9753,-0.9625,-1.2305
1,-0.0649,-1.1733,-0.8067,-0.4015,-1.0177,-0.6812,1.9982,-0.612,0.7198
1,-1.0129,-0.1824,-0.5701,-0.8135,-0.3709,-1.0136,1.4022,1.929,1.4511
0,-1.0129,-0.9751,-0.9644,1.9786,0.2759,-0.6812,1.9982,1.1404,0.2322
0,0.0536,0.5113,-1.063,0.3308,0.2171,-0.3488,-0.4521,-0.3491,-0.9054
0,1.0016,0.1149,-0.8067,0.1477,0.0407,-0.3488,-0.121,1.3157,0.0697
0,0.2906,1.1059,1.2044,-0.0811,-0.5473,-0.0164,-0.121,-1.7511,0.8823
0,0.0536,0.5113,-1.063,0.3308,0.2171,-0.3488,-0.4521,-0.3491,-0.9054
0,1.0016,0.1149,-0.8067,0.1477,0.0407,-0.3488,-0.121,1.3157,0.0697
0,-0.3019,6.2591,-1.1024,0.102,-1.0765,-0.3488,1.0049,0.6147,-0.4179
0,0.4091,-0.0833,-0.7869,0.102,-0.3121,-0.0164,-0.5845,0.1766,-1.068
1,-2.0795,0.5113,-0.9447,-0.8592,-1.0177,-1.6784,2.1307,-0.9625,1.6136
1,-2.0795,0.5113,-0.9447,-0.8592,-1.0177,-1.6784,2.1307,-0.9625,1.6136
1,-0.5389,0.3131,-0.9644,-0.4015,-1.3705,-0.6812,0.8724,0.1766,-0.0928
1,0.5276,-0.7769,-0.9841,-0.0354,-0.8413,-0.6812,-0.2534,-0.2615,-0.4179
0,-1.3684,0.4122,-0.7475,0.1477,-1.0765,-0.3488,0.2102,1.3157,-0.4179
1,-0.5389,0.3131,-0.9644,-0.4015,-1.3705,-0.6812,0.8724,0.1766,-0.0928
1,0.5276,-0.7769,-0.9841,-0.0354,-0.8413,-0.6812,-0.2534,-0.2615,-0.4179
0,0.4091,0.0158,1.2044,0.0104,0.7463,1.3132,-0.5845,0.2642,-1.2305
0,0.7646,0.7095,0.6326,0.2393,-0.5473,0.9808,-0.4521,0.3518,-1.068
0,0.4091,-0.0833,-0.7869,0.102,-0.3121,-0.0164,-0.5845,0.1766,-1.068
1,-1.0129,0.8086,-0.6292,-0.8592,-0.9001,-1.0136,1.2698,-0.8749,0.6385
1,-2.0795,0.5113,-0.9447,-0.8592,-1.0177,-1.6784,2.1307,-0.9625,1.6136
1,-2.198,-1.0742,-0.9644,-0.905,-0.6649,-1.0136,1.932,-0.8749,0.2322
0,-0.6574,1.1059,-0.0969,-0.2642,2.7748,-0.0164,-0.4521,1.4909,-0.3366
0,-0.1834,-0.6779,-0.1955,0.0562,-0.3709,0.316,1.336,-0.2615,-0.6617
1,0.1721,0.214,1.6775,-0.6304,1.4519,1.3132,-0.0547,1.0528,-0.9867
1,0.1721,0.214,1.6775,-0.6304,1.4519,1.3132,-0.0547,1.0528,-0.9867
0,-0.4204,0.8086,-1.0432,-0.6761,-1.3117,-0.6812,-0.5845,-0.2615,0.0697
0,-0.8944,2.6915,0.672,-0.6761,-0.9589,0.6484,1.1373,-0.1739,-0.2554
0,0.5276,-0.3806,-0.8658,-1.1339,-0.9001,-1.346,-0.717,0.6147,1.3698
0,-0.0649,0.9077,1.0663,-0.0811,1.5695,1.3132,0.0115,-0.4368,-1.393
0,-0.0649,-0.0833,-1.0038,-0.2642,3.0394,-0.6812,-0.0547,-0.6996,-0.4179
0,1.5941,0.0158,-0.9052,-0.6761,-0.3121,-0.6812,-0.6508,-0.8749,0.7198
0,-0.6574,-0.7769,-0.9644,-0.4015,-0.0181,-0.6812,1.7996,0.089,0.7198
0,-1.1314,-0.1824,2.3282,0.102,0.9815,1.6456,1.0711,-0.4368,-0.9054
0,-0.5389,-0.876,-0.6884,-0.6304,-0.1945,-1.0136,0.74,-0.6996,0.9635
0,-0.6574,-0.7769,-0.9644,-0.4015,-0.0181,-0.6812,1.7996,0.089,0.7198
0,-0.0649,0.9077,1.0663,-0.0811,1.5695,1.3132,0.0115,-0.4368,-1.393
0,-0.8944,0.7095,-0.9841,1.0631,-0.7825,-0.3488,0.2764,0.2642,-1.068
0,0.2906,-0.0833,2.3282,0.0104,1.1579,1.978,-0.7832,0.6147,-1.4743
0,-0.0649,-0.5788,-0.018,-0.4931,-0.1357,-0.6812,0.3426,1.4909,1.6949
0,-0.0649,-0.0833,-1.0038,-0.2642,3.0394,-0.6812,-0.0547,-0.6996,-0.4179
1,-1.2499,0.0158,-0.4715,-0.6761,0.2759,-1.346,1.336,-0.8749,1.8574
0,0.0536,2.0969,-1.0235,0.1477,-1.3117,-0.3488,-0.121,0.1766,-0.9054
0,-0.6574,-1.3715,-1.0235,-0.0811,-0.5473,-0.6812,0.4751,0.3518,-0.1741
0,1.5941,0.0158,-0.9052,-0.6761,-0.3121,-0.6812,-0.6508,-0.8749,0.7198
0,0.4091,-0.2815,2.476,-0.3557,0.3935,1.978,-1.4455,-0.1739,-1.2305
0,0.5276,0.0158,1.2438,-0.2642,0.1583,1.3132,0.74,2.63,-0.7429
0,0.4091,-0.876,-1.0235,-0.4473,-0.1945,-0.6812,-0.1872,0.089,-0.0116
0,0.4091,-0.876,-1.0235,-0.4473,-0.1945,-0.6812,-0.1872,0.089,-0.0116
0,0.4091,-0.2815,2.476,-0.3557,0.3935,1.978,-1.4455,-0.1739,-1.2305
0,0.5276,0.0158,1.2438,-0.2642,0.1583,1.3132,0.74,2.63,-0.7429
0,0.6461,-0.6779,-1.0235,-0.2184,-0.4885,-0.3488,0.0115,-1.4006,-0.5804
0,-0.0649,-0.1824,0.258,0.0562,1.2755,0.6484,-0.5845,-0.1739,-1.2305
0,0.6461,-0.6779,-1.0235,-0.2184,-0.4885,-0.3488,0.0115,-1.4006,-0.5804
0,0.6461,0.3131,-0.9447,0.1935,-0.1357,-0.3488,0.8062,0.6147,-0.0116
1,0.1721,-0.5788,-0.7278,-0.7219,0.3347,-1.346,-0.1872,-1.0501,1.7761
0,0.1721,-0.6779,0.4552,-0.0354,0.0995,0.316,0.4088,0.4395,-0.0928
0,0.1721,-0.6779,0.4354,-0.0354,0.0995,0.316,0.4088,0.4395,-0.0928
0,0.1721,-0.6779,0.4354,-0.0354,0.0995,0.316,0.4088,0.4395,-0.0928
1,0.0536,-0.4797,0.3763,0.0562,0.6875,0.316,1.0049,0.2642,-0.0116
0,0.1721,-0.6779,0.4552,-0.0354,0.0995,0.316,0.4088,0.4395,-0.0928
0,0.1721,-0.6779,0.4354,-0.0354,0.0995,0.316,0.4088,0.4395,-0.0928
0,-0.0649,0.1149,1.3621,0.3308,0.7463,0.9808,-0.6508,-0.3491,-0.9054
0,1.1201,-0.6779,-1.0235,0.2393,-0.9001,-0.0164,-0.8494,-0.2615,-1.1492
0,0.2906,0.3131,1.4212,0.4681,1.0991,1.3132,-0.5845,0.0013,-0.9867
0,-0.0649,0.1149,1.3621,0.3308,0.7463,0.9808,-0.6508,-0.3491,-0.9054
0,-0.5389,0.6104,-1.0432,0.102,-0.9589,-0.3488,0.1439,-0.9625,-0.5804
1,0.6461,-1.1733,-0.8067,-0.0354,2.2456,-0.3488,-0.0547,1.0528,-0.4991
0,0.4091,2.6915,-0.9644,2.8482,-1.1353,-0.0164,-0.7832,0.7023,-1.068
1,0.1721,-0.4797,0.1397,-0.8135,-0.2533,-0.6812,1.0711,-0.1739,1.2886
1,0.0536,-0.7769,-0.0377,-0.8592,-0.6649,-0.6812,1.2698,0.0013,1.3698
0,-0.8944,0.0158,-0.7672,-0.1727,-0.7237,-0.0164,0.5413,0.9652,-0.5804
1,-0.3019,-1.1733,-0.9841,-0.4931,0.8051,-1.0136,1.0711,1.3157,1.5324
1,0.6461,-1.1733,-0.8067,-0.0354,2.2456,-0.3488,-0.0547,1.0528,-0.4991
0,-0.7759,0.7095,-1.0235,0.6512,-0.7237,-0.3488,0.4751,0.4395,-1.068
1,-0.1834,-0.5788,-0.9447,-0.8135,-0.6649,-1.0136,0.6737,0.8776,0.8823
0,-0.8944,1.0068,0.0411,-0.5846,-0.6061,-0.0164,0.74,1.7538,-0.0928
1,-1.0129,-0.2815,-0.8264,-0.905,1.0991,-1.346,1.6009,1.4033,1.9387
0,-0.3019,2.3942,1.1452,0.102,1.0991,1.3132,0.4751,0.4395,-0.9867
0,0.0536,-0.3806,2.8408,-0.6761,0.2759,1.3132,0.0777,-1.4006,0.3947
0,0.2906,0.4122,0.9086,-0.3557,-1.1353,-0.0164,0.3426,-0.7873,0.801
0,-1.2499,0.0158,-0.7475,0.3766,-0.3121,-1.0136,2.2631,-0.612,1.5324
0,-0.4204,1.3041,1.5001,0.102,-0.6649,1.3132,1.6671,0.3518,-0.5804
0,-0.4204,1.3041,1.5001,0.102,-0.6649,1.3132,1.6671,0.3518,-0.5804
1,-0.5389,0.0158,-0.9447,0.285,-0.0769,-0.3488,1.932,0.6147,-0.0116
0,0.4091,3.187,0.6917,1.1089,-0.8413,0.9808,-1.0481,0.4395,-1.1492
0,-0.8944,-0.7769,-1.0235,-0.3557,-0.0769,-0.6812,0.3426,-0.4368,-0.3366
1,-1.1314,1.7996,-0.7278,-0.1727,-0.4885,-0.3488,1.7996,0.1766,0.0697
1,-1.0129,-0.0833,-0.9447,0.0104,-0.1945,-0.6812,1.4684,0.1766,-0.0116
1,-0.5389,0.0158,-0.9447,0.285,-0.0769,-0.3488,1.932,0.6147,-0.0116
0,-0.5389,1.3041,1.5001,0.102,-0.6649,1.3132,1.6671,0.3518,-0.5804
1,-0.6574,-0.4797,-0.9644,-1.0881,-1.4293,-1.6784,0.74,-0.7873,1.9387
0,0.2906,-0.6779,0.4354,0.4681,-0.5473,0.6484,-1.5779,0.2642,-0.8242
0,-1.0129,0.9077,-1.063,0.3308,-0.2533,-0.6812,0.6737,2.0167,-0.5804
0,-0.8944,1.5023,0.534,0.6054,2.8042,0.9808,1.2035,0.089,-1.6368
0,0.2906,-0.6779,0.4354,0.4681,-0.5473,0.6484,-1.5779,0.2642,-0.8242
0,0.1721,-0.2815,1.7367,0.0562,0.2759,1.3132,0.2102,-0.3491,-0.9867
0,-1.1314,-0.2815,1.1846,0.0562,0.8639,0.9808,1.0711,-0.9625,-0.8242
0,-0.0649,0.4122,-0.8264,-0.0811,-1.1941,-0.3488,-0.121,-0.8749,-0.9054
0,0.4091,1.1059,0.9086,0.0562,1.8046,1.3132,-0.1872,0.089,-1.4743
0,-0.6574,-0.6779,0.7115,1.6124,-0.0769,0.6484,-1.5779,-0.2615,-1.3117
0,0.1721,-1.3715,0.5143,-0.31,1.0991,0.6484,0.2102,-0.5244,-0.9054
0,-0.0649,0.4122,-0.8264,-0.0811,-1.1941,-0.3488,-0.121,-0.8749,-0.9054
0,0.4091,1.1059,0.9086,0.0562,1.8046,1.3132,-0.1872,0.089,-1.4743
0,0.4091,0.1149,2.3183,0.0562,1.3931,1.6456,-0.6508,0.2642,-0.7429
0,2.0681,0.9077,1.1354,-0.31,-0.8413,1.3132,-1.2468,2.1043,-0.9867
0,-0.4204,1.0068,-0.5898,-0.4473,-0.0769,-0.0164,-0.3196,2.3672,-0.4179
0,-0.3019,-0.3806,-0.8658,-1.0423,-0.9589,-1.346,0.4088,-0.3491,1.6136
1,0.1721,-1.0742,-0.3138,-0.5388,-0.0769,-0.0164,1.1373,-0.0863,-0.7429
0,-1.6054,-1.1733,-0.3729,-0.7219,-0.3121,-0.0164,0.3426,-1.1378,-0.9054
0,0.1721,-0.3806,0.9086,-0.7677,1.1579,0.9808,-1.0481,1.0528,-0.8242
1,0.6461,0.0158,-1.0432,-0.8135,0.3935,-1.6784,-1.313,-0.8749,1.5324
0,0.1721,-0.5788,-0.9644,-0.4015,-0.3709,-0.3488,-0.5183,0.5271,-0.0116
0,0.2906,2.6915,-0.925,1.2462,-0.8413,-0.0164,-1.4455,0.7899,-1.068
0,-0.6574,-0.5788,-0.925,-0.2184,1.8634,-0.3488,0.8724,0.6147,-0.0928
0,-0.1834,1.8987,0.4946,-0.1269,-0.2533,0.6484,0.2102,0.9652,-1.068
0,-1.1314,0.8086,-1.0038,0.0562,0.5699,-0.6812,0.9386,0.1766,0.0697
0,-1.2499,-0.2815,1.3621,-0.0811,0.3347,0.9808,1.0049,-0.612,-0.8242
0,-0.1834,1.8987,0.4946,-0.1269,-0.2533,0.6484,0.2102,0.9652,-1.068
0,-0.7759,0.9077,0.0411,13.7417,2.569,0.316,0.6737,0.7899,-0.7429
0,-0.7759,-0.9751,-0.9644,-0.8135,0.0407,-0.3488,1.8658,0.4395,-0.6617
0,-1.0129,-1.1733,-0.9644,-0.9508,0.4523,-0.3488,1.7996,0.1766,-0.6617
0,-0.3019,0.6104,-1.0038,-0.4931,-0.1945,-0.6812,-0.5845,-0.612,0.1509
0,0.6461,0.1149,-0.9447,-0.0354,1.0403,-0.0164,1.0049,1.6662,-0.0116
0,0.6461,-0.1824,0.2383,0.0562,0.9815,0.6484,-0.3859,-0.3491,-1.3117
0,0.1721,0.0158,-1.063,-0.4931,-1.6057,-1.346,-0.6508,-0.2615,1.2886
1,0.2906,-0.4797,-0.9447,-0.6304,-1.3705,-1.346,0.4088,-0.7873,1.7761
0,1.1201,-0.876,0.4946,-0.31,0.3935,0.6484,-0.0547,-0.2615,-0.4991
0,-0.6574,-0.876,-0.9052,-1.0881,-0.4297,-1.0136,0.0777,1.3157,0.7198
0,-0.0649,-0.7769,-0.3335,-0.2642,-0.4885,-0.0164,1.2035,0.7899,0.1509
0,-1.3684,1.6014,0.12,-0.9508,-0.4297,-1.0136,0.9386,-0.0863,1.6136
0,0.4091,1.205,0.8692,-0.2184,2.0398,1.3132,-0.717,0.0013,-1.5555
0,-0.0649,-0.4797,-0.9447,-0.905,0.4523,-1.346,0.6737,0.4395,1.6136
0,-1.3684,0.6104,-1.063,-0.2642,-1.3117,-0.6812,0.5413,1.4909,-0.4179
0,0.4091,1.205,0.8692,-0.2184,2.0398,1.3132,-0.717,0.0013,-1.5555
0,0.4091,0.0158,2.0324,-0.0354,1.0991,1.6456,-0.717,0.0013,-0.8242
0,-0.0649,-0.876,1.5395,-0.3557,0.9227,1.3132,-0.4521,-0.0863,-0.7429
0,-0.5389,0.214,-0.8165,-0.3557,-1.6057,-0.0164,0.0777,1.1404,-0.4991
0,-0.4204,0.214,-0.8165,-0.4015,-1.6057,-0.0164,0.0115,1.1404,-0.4991
0,1.1201,-0.9751,1.1452,0.3308,0.6287,1.3132,-0.8494,0.3518,-1.3117
0,1.1201,-0.9751,1.1452,0.3308,0.6287,1.3132,-0.8494,0.3518,-1.3117
0,0.5276,2.2951,-0.6095,2.0243,-1.6645,-0.0164,-1.1806,0.2642,-1.393
1,-1.0129,-0.3806,-0.8855,0.102,0.2759,-0.0164,2.9916,0.4395,-0.4179
0,-1.1314,3.3852,-0.5701,-0.31,1.1579,-1.0136,1.6671,-0.4368,1.2073
1,-1.0129,-0.3806,-0.8855,0.102,0.2759,-0.0164,2.9916,0.4395,-0.4179
0,-0.1834,-0.0833,-1.0038,-0.2184,1.5695,-0.6812,0.1439,-0.612,-0.4179
0,1.1201,0.6104,-0.9052,-0.1727,-1.6057,-1.0136,-0.5183,-0.6996,1.2886
0,0.5276,-0.1824,-0.2349,-0.2642,-0.2533,-0.3488,-0.1872,0.8776,0.3947
0,0.6461,0.8086,-0.9841,-0.9508,-0.4885,-0.6812,0.1439,-1.4006,0.5572
1,1.1201,0.0158,0.5143,-0.4473,-0.0769,0.316,-0.121,-0.8749,-0.1741
0,-0.8944,0.3131,-0.8264,0.2393,-0.4297,-0.3488,1.2035,-0.1739,-0.0928
0,-0.0649,-0.9751,-0.9447,0.4224,0.6875,-0.3488,-0.717,-0.3491,-1.1492
0,0.6461,-1.2724,-0.925,-0.0354,0.8051,-0.6812,-1.2468,0.9652,-0.0928
0,-1.1314,-1.4706,-0.8855,0.1935,-0.9001,-0.6812,1.6009,1.3157,0.2322
0,0.4091,0.6104,1.2241,0.102,-1.6645,-0.0164,0.0115,-0.7873,0.9635
0,1.2386,-0.876,-0.8461,-0.31,-1.6057,-0.0164,-0.9157,2.1919,-0.5804
0,1.2386,-0.876,-0.8461,-0.31,-1.6057,-0.0164,-0.9157,2.1919,-0.5804
0,0.0536,-0.2815,-1.0038,-0.3557,-0.7825,-1.346,-1.0481,-0.8749,0.7198
0,-1.2499,0.8086,-0.925,-0.5846,-0.7825,-1.346,-1.0481,-0.9625,0.5572
0,-1.4869,0.7095,-1.063,-0.3557,-1.7233,-1.346,1.2035,-1.313,0.7198
0,-1.1314,0.4122,-0.6095,3.1228,-0.6649,-0.3488,-0.6508,-0.3491,-1.068
0,0.4091,0.3131,-0.2743,-0.2642,-1.8997,-1.0136,-0.9819,0.3518,1.6136
0,-0.8944,0.0158,-0.9052,-0.5388,-0.1945,-1.346,1.1373,-0.4368,1.6949
0,-1.961,0.8086,-0.9447,-0.6761,-0.6649,-1.346,1.6671,-1.2254,1.3698
0,-1.4869,-0.876,-0.3729,-0.7219,-0.9589,-0.6812,2.4618,-0.3491,0.5572
0,-0.5389,-1.7679,-0.294,0.102,-0.2533,0.316,1.6009,2.63,-0.6617
0,-0.5389,-0.9751,-0.4715,6.4183,1.6871,0.316,-0.8494,-0.7873,-0.9867
0,0.6461,-0.2815,1.3424,0.9716,1.0403,1.3132,-1.1806,-0.0863,-1.2305
0,0.6461,-0.2815,1.3424,0.9716,1.0403,1.3132,-1.1806,-0.0863,-1.2305
0,0.6461,-0.2815,1.3424,0.9716,1.0403,1.3132,-1.1806,-0.0863,-1.2305
0,1.2386,0.7095,1.7564,0.0562,1.0991,1.6456,-0.6508,0.1766,-1.1492
0,1.2386,0.7095,1.7564,0.0562,1.0991,1.6456,-0.6508,0.1766,-1.1492
0,0.6461,-0.2815,1.3424,0.9716,1.0403,1.3132,-1.1806,-0.0863,-1.2305
0,-0.8944,-0.3806,-0.9644,-0.0354,-0.7825,-0.6812,0.8062,0.4395,-0.0928
0,-0.0649,-0.2815,-0.3631,0.3308,0.3347,0.6484,1.2035,1.5785,-0.8242
0,-0.1834,0.3131,0.6917,-0.2642,-1.4881,0.316,1.7996,0.5271,0.7198
0,0.4091,1.7996,0.7903,0.1935,2.3926,1.3132,-0.1872,-0.612,-1.4743
0,-1.6054,0.7095,-1.0432,-0.0354,-1.2529,-0.6812,1.0049,1.6662,-0.4991
0,-0.1834,-0.3806,0.4552,-0.4473,-0.3709,0.316,0.2102,1.1404,-0.4991
